name	version_release	arch	license
7zip	26.02-1.fc44	x86_64	LGPL-2.1-or-later AND BSD-3-Clause AND BSD-2-Clause AND LicenseRef-Fedora-Public-Domain
ModemManager-glib	1.24.2-3.fc44	x86_64	LGPL-2.1-or-later
NetworkManager	1.56.1-2.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
NetworkManager-cloud-setup	1.56.1-2.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
NetworkManager-libnm	1.56.1-2.fc44	x86_64	LGPL-2.1-or-later
NetworkManager-team	1.56.1-2.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
NetworkManager-tui	1.56.1-2.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
NetworkManager-wifi	1.56.1-2.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
PackageKit-glib	1.3.6-1.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later AND FSFAP
SDL3	3.4.12-1.fc44	x86_64	Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 OR MIT)
WALinuxAgent-udev	2.15.0.1-3.fc44	noarch	Apache-2.0
aardvark-dns	1.17.1-1.fc44	x86_64	Apache-2.0 AND MIT AND Zlib
abattis-cantarell-vf-fonts	0.301-17.fc44	noarch	OFL-1.1
abseil-cpp	20260107.1-1.fc44	x86_64	Apache-2.0 AND LicenseRef-Fedora-Public-Domain
accountsservice	23.13.9-16.fc44	x86_64	GPL-3.0-or-later
accountsservice-libs	23.13.9-16.fc44	x86_64	GPL-3.0-or-later
acl	2.3.2-6.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
adcli	0.9.3.1-5.fc44	x86_64	LGPL-2.1-or-later
adcli-selinux	0.9.3.1-5.fc44	noarch	LGPL-2.1-or-later
adobe-mappings-cmap	20231115-5.fc44	noarch	BSD-3-Clause
adobe-mappings-cmap-deprecated	20231115-5.fc44	noarch	BSD-3-Clause
adobe-mappings-pdf	20190401-12.fc44	noarch	BSD-3-Clause
adwaita-cursor-theme	50.0-1.fc44	noarch	LGPL-3.0-only OR CC-BY-SA-3.0
adwaita-icon-theme	50.0-1.fc44	noarch	LGPL-3.0-only OR CC-BY-SA-3.0
adwaita-icon-theme-legacy	46.2-7.fc44	noarch	LGPL-3.0-only OR CC-BY-SA-3.0
adwaita-mono-fonts	50.0-1.fc44	noarch	OFL-1.1
adwaita-sans-fonts	50.0-1.fc44	noarch	OFL-1.1
alsa-lib	1.2.16.1-1.fc44	x86_64	LGPL-2.1-or-later
alsa-ucm	1.2.16.1-1.fc44	noarch	BSD-3-Clause
alsa-utils	1.2.16-1.fc44	x86_64	GPL-2.0-or-later
alternatives	1.33-5.fc44	x86_64	GPL-2.0-only
amd-gpu-firmware	20260622-1.fc44	noarch	LicenseRef-Callaway-Redistributable-no-modification-permitted
amd-ucode-firmware	20260622-1.fc44	noarch	LicenseRef-Callaway-Redistributable-no-modification-permitted
anaconda	44.30-2.fc44	x86_64	GPL-2.0-or-later
anaconda-core	44.30-2.fc44	x86_64	GPL-2.0-or-later AND MIT
anaconda-gui	44.30-2.fc44	x86_64	GPL-2.0-or-later
anaconda-install-env-deps	44.30-2.fc44	x86_64	GPL-2.0-or-later
anaconda-install-img-deps	44.30-2.fc44	x86_64	GPL-2.0-or-later
anaconda-live	44.30-2.fc44	noarch	GPL-2.0-or-later
anaconda-tui	44.30-2.fc44	x86_64	GPL-2.0-or-later
anaconda-webui	68-1.fc44	noarch	LGPL-2.1-or-later AND MIT
anaconda-widgets	44.30-2.fc44	x86_64	GPL-2.0-or-later
anthy-unicode	1.0.0.20260213-1.fc44	x86_64	LGPL-2.0-or-later AND GPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain
appstream	1.1.0-3.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
appstream-data	44-4.fc44	noarch	CC0-1.0 AND CC-BY-1.0 AND CC-BY-SA-1.0 AND GFDL-1.1-or-later
aribb24	1.0.3^20160216git5e9be27-5.fc44	x86_64	LGPL-3.0-only
at-spi2-atk	2.60.5-1.fc44	x86_64	LGPL-2.1-or-later
at-spi2-core	2.60.5-1.fc44	x86_64	LGPL-2.1-or-later
atheros-firmware	20260622-1.fc44	noarch	LicenseRef-Callaway-Redistributable-no-modification-permitted
atk	2.60.5-1.fc44	x86_64	LGPL-2.1-or-later
attr	2.5.2-8.fc44	x86_64	GPL-2.0-or-later
audit-libs	4.1.4-1.fc44	x86_64	LGPL-2.0-or-later
augeas-libs	1.14.2-0.11.20260408gitada6219.fc44	x86_64	LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND (GPL-3.0-or-later WITH Bison-exception-2.2) AND Kazlib AND GPL-2.0-or-later AND BSD-2-Clause AND LicenseRef-Fedora-Public-Domain
authselect	1.7.1-1.fc44	x86_64	GPL-3.0-or-later
authselect-libs	1.7.1-1.fc44	x86_64	GPL-3.0-or-later
avahi	0.9~rc2-8.fc44	x86_64	LGPL-2.1-or-later AND LGPL-2.0-or-later AND BSD-2-Clause-Views AND MIT
avahi-glib	0.9~rc2-8.fc44	x86_64	LGPL-2.1-or-later AND LGPL-2.0-or-later AND BSD-2-Clause-Views AND MIT
avahi-libs	0.9~rc2-8.fc44	x86_64	LGPL-2.1-or-later AND LGPL-2.0-or-later AND BSD-2-Clause-Views AND MIT
baobab	50.0-1.fc44	x86_64	GPL-2.0-or-later AND CC-BY-SA-3.0 AND CC0-1.0
bash	5.3.9-3.fc44	x86_64	GPL-3.0-or-later
bash-completion	2.17-2.fc44	noarch	GPL-2.0-or-later
bind-libs	9.18.50-1.fc44	x86_64	MPL-2.0 AND ISC AND MIT AND BSD-3-Clause AND BSD-2-Clause
bind-utils	9.18.50-1.fc44	x86_64	MPL-2.0 AND ISC AND MIT AND BSD-3-Clause AND BSD-2-Clause
binutils	2.46-3.fc44	x86_64	GPL-3.0-or-later AND (GPL-3.0-or-later WITH Bison-exception-2.2) AND (LGPL-2.0-or-later WITH GCC-exception-2.0) AND BSD-3-Clause AND GFDL-1.3-or-later AND GPL-2.0-or-later AND LGPL-2.1-or-later AND LGPL-2.0-or-later
blivet-data	3.13.2-2.fc44	noarch	LGPL-2.1-or-later
blivet-gui-runtime	2.6.0-12.fc44	noarch	GPL-2.0-or-later
bluez	5.86-5.fc44	x86_64	GPL-2.0-or-later
bluez-libs	5.86-5.fc44	x86_64	GPL-2.0-or-later
bluez-obexd	5.86-5.fc44	x86_64	GPL-2.0-or-later
bolt	0.9.11-1.fc44	x86_64	LGPL-2.1-or-later
boost-atomic	1.90.0-7.fc44	x86_64	BSL-1.0 AND MIT AND Python-2.0.1
boost-chrono	1.90.0-7.fc44	x86_64	BSL-1.0 AND (MIT OR NCSA)
boost-container	1.90.0-7.fc44	x86_64	BSL-1.0 AND MIT AND Python-2.0.1
boost-date-time	1.90.0-7.fc44	x86_64	BSL-1.0 AND MIT AND Python-2.0.1
boost-regex	1.90.0-7.fc44	x86_64	BSL-1.0 AND MIT AND Python-2.0.1
boost-thread	1.90.0-7.fc44	x86_64	BSL-1.0 AND (MIT OR NCSA)
bootc	1.15.2-1.fc44	x86_64	Apache-2.0 AND BSD-3-Clause AND MIT AND (Apache-2.0 OR BSL-1.0) AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (Unlicense OR MIT)
bootupd	0.2.35-1.fc44	x86_64	Apache-2.0 AND (Apache-2.0 WITH LLVM-exception) AND BSD-3-Clause AND MIT AND (Apache-2.0 OR BSL-1.0) AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (Unlicense OR MIT)
brcmfmac-firmware	20260622-1.fc44	noarch	LicenseRef-Callaway-Redistributable-no-modification-permitted
brightnessctl	0.5.1-16.fc44	x86_64	MIT
brlapi	0.8.7-8.fc44	x86_64	LGPL-2.0-or-later AND LGPL-2.1-or-later AND GPL-2.0-or-later
brltty	6.8-8.fc44	x86_64	LGPL-2.0-or-later AND LGPL-2.1-or-later AND GPL-2.0-or-later
btrfs-progs	7.0-1.fc44	x86_64	GPL-2.0-only
bubblewrap	0.11.0-4.fc44	x86_64	LGPL-2.0-or-later
bzip2	1.0.8-23.fc44	x86_64	BSD-4-Clause
bzip2-libs	1.0.8-23.fc44	x86_64	BSD-4-Clause
c-ares	1.34.6-3.fc44	x86_64	MIT
ca-certificates	2025.2.80_v9.0.304-7.fc44	noarch	MIT AND GPL-2.0-or-later
cairo	1.18.4-6.fc44	x86_64	LGPL-2.1-only OR MPL-1.1
cairo-gobject	1.18.4-6.fc44	x86_64	LGPL-2.1-only OR MPL-1.1
cairomm1.16	1.18.0-16.fc44	x86_64	LGPL-2.0-or-later
catatonit	0.2.1-5.fc44	x86_64	GPL-3.0-or-later
cdparanoia-libs	10.2-50.fc44	x86_64	LicenseRef-Callaway-LGPLv2
checkpolicy	3.10-1.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
chrony	4.8-5.fc44	x86_64	GPL-2.0-only
chunkah	0.6.0-1.fc44	x86_64	Apache-2.0 AND Apache-2.0 WITH LLVM-exception AND LGPL-2.1-or-later AND MIT AND Zlib AND ((MIT OR Apache-2.0) AND Unicode-3.0) AND (0BSD OR MIT OR Apache-2.0) AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (BSD-2-Clause OR Apache-2.0 OR MIT) AND (MIT OR Apache-2.0 OR LGPL-2.1-or-later) AND (MIT OR Apache-2.0) AND (MIT OR Zlib OR Apache-2.0) AND (Unlicense OR MIT) AND (Zlib OR Apache-2.0 OR MIT)
cirrus-audio-firmware	20260622-1.fc44	noarch	LicenseRef-Callaway-Redistributable-no-modification-permitted
cjson	1.7.18-5.fc44	x86_64	MIT
clevis	21-14.fc44	x86_64	GPL-3.0-or-later
clevis-dracut	21-14.fc44	x86_64	GPL-3.0-or-later
clevis-luks	21-14.fc44	x86_64	GPL-3.0-or-later
clevis-pin-tpm2	0.5.4-1.fc44	x86_64	MIT AND Apache-2.0 AND EUPL-1.2 AND Unicode-DFS-2016 AND (0BSD OR MIT OR Apache-2.0) AND (Apache-2.0 OR BSL-1.0) AND (Apache-2.0 OR MIT) AND (MIT OR Zlib OR Apache-2.0) AND (Unlicense OR MIT)
clevis-systemd	21-14.fc44	x86_64	GPL-3.0-or-later
cloud-utils-growpart	0.33-13.fc44	noarch	GPL-3.0-only
cockpit-bridge	364-1.fc44	noarch	LGPL-2.1-or-later AND GPL-3.0-or-later AND MIT AND CC-BY-SA-3.0 AND BSD-3-Clause
cockpit-networkmanager	364-1.fc44	noarch	LGPL-2.1-or-later AND GPL-3.0-or-later AND MIT AND CC-BY-SA-3.0 AND BSD-3-Clause
cockpit-storaged	364-1.fc44	noarch	LGPL-2.1-or-later AND GPL-3.0-or-later AND MIT AND CC-BY-SA-3.0 AND BSD-3-Clause
cockpit-system	364-1.fc44	noarch	LGPL-2.1-or-later AND GPL-3.0-or-later AND MIT AND CC-BY-SA-3.0 AND BSD-3-Clause
cockpit-ws	364-1.fc44	x86_64	LGPL-2.1-or-later AND GPL-3.0-or-later AND MIT AND CC-BY-SA-3.0 AND BSD-3-Clause
cockpit-ws-selinux	364-1.fc44	x86_64	LGPL-2.1-or-later AND GPL-3.0-or-later AND MIT AND CC-BY-SA-3.0 AND BSD-3-Clause
codec2	1.2.0-9.fc44	x86_64	LGPL-2.1-only
color-filesystem	1-38.fc44	noarch	LicenseRef-Not-Copyrightable
colord	1.4.8-4.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
colord-gtk4	0.3.1-6.fc44	x86_64	LGPL-2.1-or-later
colord-libs	1.4.8-4.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later
composefs	1.0.8-5.fc44	x86_64	LGPL-2.0-or-later AND Apache-2.0
composefs-libs	1.0.8-5.fc44	x86_64	LGPL-2.1-or-later AND (GPL-2.0-only OR Apache-2.0)
conmon	2.2.1-2.fc44	x86_64	Apache-2.0
console-login-helper-messages	0.21.3-13.fc44	noarch	BSD-3-Clause
console-login-helper-messages-issuegen	0.21.3-13.fc44	noarch	BSD-3-Clause
console-login-helper-messages-profile	0.21.3-13.fc44	noarch	BSD-3-Clause
container-selinux	2.249.0-1.fc44	noarch	GPL-2.0-only
containers-common	0.67.0-1.fc44	noarch	Apache-2.0
containers-common-extra	0.67.0-1.fc44	noarch	Apache-2.0
coreutils	9.10-4.fc44	x86_64	GPL-3.0-or-later AND GFDL-1.3-no-invariants-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later
coreutils-common	9.10-4.fc44	x86_64	GPL-3.0-or-later AND GFDL-1.3-no-invariants-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later
cpio	2.15-9.fc44	x86_64	GPL-3.0-or-later
cracklib	2.10.3-1.fc44	x86_64	LGPL-2.1-or-later
cracklib-dicts	2.10.3-1.fc44	x86_64	LGPL-2.1-or-later
createrepo_c	1.2.1-5.fc44	x86_64	GPL-2.0-or-later
createrepo_c-libs	1.2.1-5.fc44	x86_64	GPL-2.0-or-later
criu	4.2-13.fc44	x86_64	GPL-2.0-only AND LGPL-2.1-only AND MIT
criu-libs	4.2-13.fc44	x86_64	GPL-2.0-only AND LGPL-2.1-only AND MIT
crun	1.28-1.fc44	x86_64	GPL-2.0-only
crypto-policies	20251128-3.git19878fe.fc44	noarch	LGPL-2.1-or-later
crypto-policies-scripts	20251128-3.git19878fe.fc44	noarch	LGPL-2.1-or-later
cryptsetup	2.8.4-1.fc44	x86_64	GPL-2.0-or-later WITH cryptsetup-OpenSSL-exception AND LGPL-2.1-or-later WITH cryptsetup-OpenSSL-exception
cryptsetup-libs	2.8.4-1.fc44	x86_64	GPL-2.0-or-later WITH cryptsetup-OpenSSL-exception AND LGPL-2.1-or-later WITH cryptsetup-OpenSSL-exception
ctags	6.2.1-3.fc44	x86_64	GPL-2.0-or-later
cups-filesystem	2.4.19-3.fc44	noarch	Apache-2.0 WITH LLVM-exception AND BSD-3-Clause AND Zlib AND BSD-2-Clause
cups-libs	2.4.19-3.fc44	x86_64	Apache-2.0 WITH LLVM-exception AND BSD-3-Clause AND Zlib AND BSD-2-Clause
cups-pk-helper	0.2.7-12.fc44	x86_64	GPL-2.0-or-later
curl	8.18.0-6.fc44	x86_64	curl
cxl-libs	84-1.fc44	x86_64	LGPL-2.1-only AND CC0-1.0 AND MIT
cyrus-sasl-gssapi	2.1.28-35.fc44	x86_64	BSD-Attribution-HPND-disclaimer
cyrus-sasl-lib	2.1.28-35.fc44	x86_64	BSD-Attribution-HPND-disclaimer
daxctl-libs	84-1.fc44	x86_64	LGPL-2.1-only AND CC0-1.0 AND MIT
dbus	1.16.2-1.fc44	x86_64	(AFL-2.1 OR GPL-2.0-or-later) AND GPL-2.0-or-later
dbus-broker	37-8.fc44	x86_64	Apache-2.0 AND LGPL-2.0-or-later AND LGPL-2.1-or-later AND (Apache-2.0 OR LGPL-2.1-or-later)
dbus-common	1.16.2-1.fc44	noarch	(AFL-2.1 OR GPL-2.0-or-later) AND GPL-2.0-or-later
dbus-daemon	1.16.2-1.fc44	x86_64	(AFL-2.1 OR GPL-2.0-or-later) AND GPL-2.0-or-later
dbus-libs	1.16.2-1.fc44	x86_64	(AFL-2.1 OR GPL-2.0-or-later) AND GPL-2.0-or-later
dbus-tools	1.16.2-1.fc44	x86_64	(AFL-2.1 OR GPL-2.0-or-later) AND GPL-2.0-or-later
dconf	0.49.0-5.fc44	x86_64	LGPL-2.0-or-later AND LGPL-2.1-or-later AND GPL-2.0-or-later AND GPL-3.0-or-later
default-fonts-core-sans	4.3-1.fc44	noarch	GPL-2.0-or-later
deja-dup	50.1-1.fc44	x86_64	GPL-3.0-or-later
desktop-file-utils	0.28-5.fc44	x86_64	GPL-2.0-or-later
device-mapper	1.02.212-2.fc44	x86_64	GPL-2.0-only
device-mapper-event	1.02.212-2.fc44	x86_64	GPL-2.0-only
device-mapper-event-libs	1.02.212-2.fc44	x86_64	LGPL-2.1-only
device-mapper-libs	1.02.212-2.fc44	x86_64	LGPL-2.1-only
device-mapper-multipath	0.13.1-1.fc44	x86_64	GPL-2.0-only AND GPL-3.0-only
device-mapper-multipath-libs	0.13.1-1.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later AND LGPL-2.0-or-later
device-mapper-persistent-data	1.3.3-1.fc44	x86_64	GPL-3.0-only AND (0BSD OR MIT OR Apache-2.0) AND Apache-2.0 AND (Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND BSD-3-Clause AND MIT AND (MIT OR Apache-2.0) AND (MIT OR Zlib OR Apache-2.0) AND (Unlicense OR MIT) AND (Zlib OR Apache-2.0 OR MIT)
diffutils	3.12-5.fc44	x86_64	GPL-3.0-or-later
djvulibre-libs	3.5.30-1.fc44	x86_64	GPL-2.0-or-later
dmidecode	3.7-1.fc44	x86_64	GPL-2.0-or-later
dnf-data	4.24.0-3.fc44	noarch	GPL-2.0-or-later AND GPL-1.0-only
dnf5	5.4.2.1-1.fc44	x86_64	GPL-2.0-or-later
dnf5daemon-server	5.4.2.1-1.fc44	x86_64	GPL-2.0-or-later
dnf5daemon-server-polkit	5.4.2.1-1.fc44	noarch	GPL-2.0-or-later
dns-root-data	2026260100-2.fc44	noarch	BSD-2-Clause and CC0-1.0
dnsconfd	1.7.5-4.fc44	x86_64	MIT
dnsconfd-dracut	1.7.5-4.fc44	x86_64	MIT
dnsconfd-micro	1.7.5-4.fc44	x86_64	MIT
dnsconfd-selinux	1.7.5-4.fc44	noarch	MIT
dnsconfd-unbound	1.7.5-4.fc44	noarch	MIT
dnsmasq	2.92rel2-9.fc44	x86_64	GPL-2.0-only OR GPL-3.0-only
dosfstools	4.2-18.fc44	x86_64	GPL-3.0-or-later
dotconf	1.4.1-7.fc44	x86_64	LGPL-2.1-only AND Apache-1.1
dracut	108-7.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later AND GPL-2.0-only
dracut-network	108-7.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later AND GPL-2.0-only
dracut-squash	108-7.fc44	x86_64	GPL-2.0-or-later AND LGPL-2.1-or-later AND GPL-2.0-only
drpm	0.5.3-2.fc44	x86_64	LicenseRef-Callaway-LGPLv2+ AND LicenseRef-Callaway-BSD
duktape	2.7.0-11.fc44	x86_64	MIT
duplicity	3.0.7-2.fc44	x86_64	GPL-2.0-or-later AND MIT AND GPL-3.0-or-later
e2fsprogs	1.47.3-4.fc44	x86_64	GPL-2.0-only
e2fsprogs-libs	1.47.3-4.fc44	x86_64	GPL-2.0-only AND LGPL-2.0-only
editorconfig-libs	0.12.11-1.fc44	x86_64	BSD-2-Clause AND BSD-3-Clause AND BSD-1-Clause
efi-filesystem	6-6.fc44	noarch	GPL-3.0-or-later
efibootmgr	18-11.fc44	x86_64	GPL-2.0-or-later
efivar-libs	39-12.fc44	x86_64	LGPL-2.1-only
elfutils-debuginfod-client	0.195-1.fc44	x86_64	GPL-3.0-or-later AND (GPL-2.0-or-later OR LGPL-3.0-or-later)
elfutils-default-yama-scope	0.195-1.fc44	noarch	GPL-2.0-or-later OR LGPL-3.0-or-later
elfutils-libelf	0.195-1.fc44	x86_64	GPL-2.0-or-later OR LGPL-3.0-or-later
elfutils-libs	0.195-1.fc44	x86_64	GPL-2.0-or-later OR LGPL-3.0-or-later
emacs-filesystem	30.2-2.fc44	x86_64	CC0-1.0
enchant2	2.8.17-1.fc44	x86_64	LGPL-2.0-or-later
epiphany-runtime	50.4-1.fc44	x86_64	GPL-3.0-or-later AND CC-BY-SA-3.0 AND CC0-1.0
espeak-ng	1.52.0-3.fc44	x86_64	GPL-3.0-only AND GPL-3.0-or-later AND Apache-2.0 AND BSD-2-Clause AND Unicode-DFS-2016 AND CC-BY-SA-3.0
ethtool	7.0-1.fc44	x86_64	GPL-2.0-only AND GPL-2.0-or-later
evince-libs	48.1-5.fc44	x86_64	GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.0-or-later AND LGPL-2.1-or-later AND X11 AND MIT AND Afmparse
evolution-data-server	3.60.2-1.fc44	x86_64	LGPL-2.0-or-later
evolution-data-server-langpacks	3.60.2-1.fc44	noarch	LGPL-2.0-or-later
evtest	1.36-2.fc44	x86_64	GPL-2.0-or-later
exempi	2.6.4-9.fc44	x86_64	BSD-3-Clause
exfatprogs	1.4.2-2.fc44	x86_64	GPL-2.0-only
exiv2-libs	0.28.6-3.fc44	x86_64	GPL-2.0-or-later AND BSD-3-Clause AND LicenseRef-Fedora-Public-Domain
expat	2.8.1-1.fc44	x86_64	MIT
f2fs-tools	1.16.0-10.fc44	x86_64	GPL-2.0-or-later
fcoe-utils	1.0.34-14.gitb233050.fc44	x86_64	GPL-2.0-only
fdk-aac-free	2.0.3-2.fc44	x86_64	FDK-AAC
fedora-gpg-keys	44-1	noarch	MIT
fedora-logos	42.0.1-3.fc44	noarch	LicenseRef-Fedora-Logos
fedora-release	44-18	noarch	MIT
fedora-release-common	44-18	noarch	MIT
fedora-release-identity-basic	44-18	noarch	MIT
fedora-repos	44-1	noarch	MIT
fedora-repos-archive	44-1	noarch	MIT
ffmpeg-free	8.1.2-1.fc44	x86_64	GPL-3.0-or-later
fftw-libs-double	3.3.10-17.fc44	x86_64	GPL-2.0-or-later AND MIT AND BSD-2-Clause
fftw-libs-single	3.3.10-17.fc44	x86_64	GPL-2.0-or-later AND MIT AND BSD-2-Clause
file	5.46-10.fc44	x86_64	BSD-2-Clause-Darwin AND BSD-2-Clause
file-libs	5.46-10.fc44	x86_64	BSD-2-Clause-Darwin AND BSD-2-Clause
filesystem	3.18-52.fc44	x86_64	LicenseRef-Fedora-Public-Domain
findutils	4.10.0-7.fc44	x86_64	GPL-3.0-or-later
firewalld	2.4.0-2.fc44	noarch	GPL-2.0-or-later
firewalld-filesystem	2.4.0-2.fc44	noarch	GPL-2.0-or-later
flac-libs	1.5.0-8.fc44	x86_64	BSD-3-Clause AND GPL-2.0-or-later AND GFDL-1.3-or-later
flatpak	1.18.0-1.fc44	x86_64	LGPL-2.1-or-later
flatpak-libs	1.18.0-1.fc44	x86_64	LGPL-2.1-or-later
flatpak-selinux	1.18.0-1.fc44	noarch	LGPL-2.1-or-later
flatpak-session-helper	1.18.0-1.fc44	x86_64	LGPL-2.1-or-later
flite	2.2-13.fc44	x86_64	MIT
fmt	11.2.0-4.fc44	x86_64	MIT
fontconfig	2.17.0-4.fc44	x86_64	HPND AND LicenseRef-Fedora-Public-Domain AND Unicode-DFS-2016
fonts-filesystem	5.0.0-2.fc44	noarch	MIT
fprintd	1.94.5-5.fc44	x86_64	GPL-2.0-or-later AND GFDL-1.1-or-later
fprintd-pam	1.94.5-5.fc44	x86_64	GPL-2.0-or-later
freeglut	3.8.0-2.fc44	x86_64	MIT
freerdp-libs	3.27.1-1.fc44	x86_64	Apache-2.0 AND HPND AND LGPL-2.1-or-later AND LicenseRef-Fedora-Public-Domain AND OFL-1.1
freetype	2.14.3-1.fc44	x86_64	(FTL OR GPL-2.0-or-later) AND BSD-3-Clause AND MIT AND MIT-Modern-Variant AND LicenseRef-Fedora-Public-Domain AND Zlib
fribidi	1.0.16-4.fc44	x86_64	LGPL-2.1-or-later AND Unicode-DFS-2016
fstrm	0.6.1-14.fc44	x86_64	MIT AND NTP
fuse	2.9.9-25.fc44	x86_64	GPL-1.0-or-later
fuse-common	3.18.2-1.fc44	x86_64	GPL-1.0-or-later
fuse-overlayfs	1.16-2.fc44	x86_64	GPL-3.0-or-later
fuse3	3.18.2-1.fc44	x86_64	GPL-1.0-or-later
fuse3-libs	3.18.2-1.fc44	x86_64	LGPL-2.1-or-later
fwupd	2.1.6-1.fc44	x86_64	LGPL-2.1-or-later
fwupd-efi	1.8-1.fc44	x86_64	LGPL-2.1-or-later
fwupd-plugin-modem-manager	2.1.6-1.fc44	x86_64	LGPL-2.1-or-later
fwupd-plugin-uefi-capsule-data	2.1.6-1.fc44	x86_64	LGPL-2.1-or-later
game-music-emu	0.6.4-3.fc44	x86_64	LicenseRef-Callaway-LGPLv2+
gamemode	1.8.2-4.fc44	x86_64	BSD-3-Clause
gamescope	3.16.23-1.fc44	x86_64	LicenseRef-Callaway-BSD
gawk	5.3.2-3.fc44	x86_64	GPL-3.0-or-later AND GPL-2.0-or-later AND LGPL-2.1-or-later AND BSD-3-Clause
gawk-all-langpacks	5.3.2-3.fc44	x86_64	GPL-3.0-or-later AND GPL-2.0-or-later AND LGPL-2.1-or-later AND BSD-3-Clause
gcr	4.4.0.1-7.fc44	x86_64	LGPL-2.1-or-later AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs
gcr-libs	4.4.0.1-7.fc44	x86_64	LGPL-2.1-or-later AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs
gcr3	3.41.1-12.fc44	x86_64	LGPL-2.1-or-later AND LicenseRef-Fedora-Public-Domain AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs
gcr3-base	3.41.1-12.fc44	x86_64	LGPL-2.1-or-later AND LicenseRef-Fedora-Public-Domain AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs
gdb	17.1-6.fc44	x86_64	GPL-3.0-or-later AND BSD-3-Clause AND FSFAP AND LGPL-2.1-or-later AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain AND GFDL-1.3-or-later AND LGPL-2.0-or-later WITH GCC-exception-2.0 AND GPL-3.0-or-later WITH GCC-exception-3.1 AND GPL-2.0-or-later WITH GNU-compiler-exception AND MIT
gdb-headless	17.1-6.fc44	x86_64	GPL-3.0-or-later AND BSD-3-Clause AND FSFAP AND LGPL-2.1-or-later AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain AND GFDL-1.3-or-later AND LGPL-2.0-or-later WITH GCC-exception-2.0 AND GPL-3.0-or-later WITH GCC-exception-3.1 AND GPL-2.0-or-later WITH GNU-compiler-exception AND MIT
gdbm	1.23-11.fc44	x86_64	GPL-3.0-or-later
gdbm-libs	1.23-11.fc44	x86_64	GPL-3.0-or-later
gdk-pixbuf2	2.44.4-2.fc44	x86_64	LGPL-2.1-or-later
gdm	50.1-1.fc44	x86_64	GPL-2.0-or-later
geoclue2	2.8.1-1.fc44	x86_64	GPL-2.0-or-later
geoclue2-libs	2.8.1-1.fc44	x86_64	LGPL-2.0-or-later AND LGPL-2.1-or-later
geocode-glib	3.26.4-15.fc44	x86_64	LGPL-2.0-or-later AND BSD-3-Clause
gettext	0.26-5.fc44	x86_64	GPL-3.0-or-later and LGPL-2.0-or-later and GFDL-1.2-or-later
gettext-envsubst	0.26-5.fc44	x86_64	GPL-3.0-or-later and LGPL-2.0-or-later and GFDL-1.2-or-later
gettext-libs	0.26-5.fc44	x86_64	LGPL-2.0-or-later and GPL-3.0-or-later
gettext-runtime	0.26-5.fc44	x86_64	GPL-3.0-or-later and LGPL-2.0-or-later
giflib	6.1.3-2.fc44	x86_64	MIT
